ID,MODEL,ATTRIBUTES,SCORE
308,DummyRegressor(),"('displayments', 'acceleration', 'cluster', 'origin', 'brand_code')",-1.01517048132395
309,DummyRegressor(),"('displayments', 'acceleration', 'cluster', 'cylinders', 'brand_code')",-1.01517048132395
310,DummyRegressor(),"('displayments', 'acceleration', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
311,DummyRegressor(),"('displayments', 'model year', 'cluster', 'origin', 'cylinders')",-1.01517048132395
312,DummyRegressor(),"('displayments', 'model year', 'cluster', 'origin', 'brand_code')",-1.01517048132395
313,DummyRegressor(),"('displayments', 'model year', 'cluster', 'cylinders', 'brand_code')",-1.01517048132395
314,DummyRegressor(),"('displayments', 'model year', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
315,DummyRegressor(),"('displayments', 'cluster', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
316,DummyRegressor(),"('horsepower', 'weight', 'acceleration', 'model year', 'cluster')",-1.01517048132395
317,DummyRegressor(),"('horsepower', 'weight', 'acceleration', 'model year', 'origin')",-1.01517048132395
318,DummyRegressor(),"('horsepower', 'weight', 'acceleration', 'model year', 'cylinders')",-1.01517048132395
319,DummyRegressor(),"('horsepower', 'weight', 'acceleration', 'model year', 'brand_code')",-1.01517048132395
320,DummyRegressor(),"('horsepower', 'weight', 'acceleration', 'cluster', 'origin')",-1.01517048132395
321,DummyRegressor(),"('horsepower', 'weight', 'acceleration', 'cluster', 'cylinders')",-1.01517048132395
322,DummyRegressor(),"('horsepower', 'weight', 'acceleration', 'cluster', 'brand_code')",-1.01517048132395
323,DummyRegressor(),"('horsepower', 'weight', 'acceleration', 'origin', 'cylinders')",-1.01517048132395
324,DummyRegressor(),"('horsepower', 'weight', 'acceleration', 'origin', 'brand_code')",-1.01517048132395
325,DummyRegressor(),"('horsepower', 'weight', 'acceleration', 'cylinders', 'brand_code')",-1.01517048132395
326,DummyRegressor(),"('horsepower', 'weight', 'model year', 'cluster', 'origin')",-1.01517048132395
327,DummyRegressor(),"('horsepower', 'weight', 'model year', 'cluster', 'cylinders')",-1.01517048132395
328,DummyRegressor(),"('horsepower', 'weight', 'model year', 'cluster', 'brand_code')",-1.01517048132395
329,DummyRegressor(),"('horsepower', 'weight', 'model year', 'origin', 'cylinders')",-1.01517048132395
330,DummyRegressor(),"('horsepower', 'weight', 'model year', 'origin', 'brand_code')",-1.01517048132395
331,DummyRegressor(),"('horsepower', 'weight', 'model year', 'cylinders', 'brand_code')",-1.01517048132395
332,DummyRegressor(),"('horsepower', 'weight', 'cluster', 'origin', 'cylinders')",-1.01517048132395
333,DummyRegressor(),"('horsepower', 'weight', 'cluster', 'origin', 'brand_code')",-1.01517048132395
334,DummyRegressor(),"('horsepower', 'weight', 'cluster', 'cylinders', 'brand_code')",-1.01517048132395
335,DummyRegressor(),"('horsepower', 'weight', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
336,DummyRegressor(),"('horsepower', 'acceleration', 'model year', 'cluster', 'origin')",-1.01517048132395
337,DummyRegressor(),"('horsepower', 'acceleration', 'model year', 'cluster', 'cylinders')",-1.01517048132395
338,DummyRegressor(),"('horsepower', 'acceleration', 'model year', 'cluster', 'brand_code')",-1.01517048132395
339,DummyRegressor(),"('horsepower', 'acceleration', 'model year', 'origin', 'cylinders')",-1.01517048132395
340,DummyRegressor(),"('horsepower', 'acceleration', 'model year', 'origin', 'brand_code')",-1.01517048132395
341,DummyRegressor(),"('horsepower', 'acceleration', 'model year', 'cylinders', 'brand_code')",-1.01517048132395
342,DummyRegressor(),"('horsepower', 'acceleration', 'cluster', 'origin', 'cylinders')",-1.01517048132395
343,DummyRegressor(),"('horsepower', 'acceleration', 'cluster', 'origin', 'brand_code')",-1.01517048132395
344,DummyRegressor(),"('horsepower', 'acceleration', 'cluster', 'cylinders', 'brand_code')",-1.01517048132395
345,DummyRegressor(),"('horsepower', 'acceleration', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
346,DummyRegressor(),"('horsepower', 'model year', 'cluster', 'origin', 'cylinders')",-1.01517048132395
347,DummyRegressor(),"('horsepower', 'model year', 'cluster', 'origin', 'brand_code')",-1.01517048132395
348,DummyRegressor(),"('horsepower', 'model year', 'cluster', 'cylinders', 'brand_code')",-1.01517048132395
349,DummyRegressor(),"('horsepower', 'model year', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
350,DummyRegressor(),"('horsepower', 'cluster', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
351,DummyRegressor(),"('weight', 'acceleration', 'model year', 'cluster', 'origin')",-1.01517048132395
352,DummyRegressor(),"('weight', 'acceleration', 'model year', 'cluster', 'cylinders')",-1.01517048132395
353,DummyRegressor(),"('weight', 'acceleration', 'model year', 'cluster', 'brand_code')",-1.01517048132395
354,DummyRegressor(),"('weight', 'acceleration', 'model year', 'origin', 'cylinders')",-1.01517048132395
355,DummyRegressor(),"('weight', 'acceleration', 'model year', 'origin', 'brand_code')",-1.01517048132395
356,DummyRegressor(),"('weight', 'acceleration', 'model year', 'cylinders', 'brand_code')",-1.01517048132395
357,DummyRegressor(),"('weight', 'acceleration', 'cluster', 'origin', 'cylinders')",-1.01517048132395
358,DummyRegressor(),"('weight', 'acceleration', 'cluster', 'origin', 'brand_code')",-1.01517048132395
359,DummyRegressor(),"('weight', 'acceleration', 'cluster', 'cylinders', 'brand_code')",-1.01517048132395
360,DummyRegressor(),"('weight', 'acceleration', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
361,DummyRegressor(),"('weight', 'model year', 'cluster', 'origin', 'cylinders')",-1.01517048132395
362,DummyRegressor(),"('weight', 'model year', 'cluster', 'origin', 'brand_code')",-1.01517048132395
363,DummyRegressor(),"('weight', 'model year', 'cluster', 'cylinders', 'brand_code')",-1.01517048132395
364,DummyRegressor(),"('weight', 'model year', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
365,DummyRegressor(),"('weight', 'cluster', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
366,DummyRegressor(),"('acceleration', 'model year', 'cluster', 'origin', 'cylinders')",-1.01517048132395
367,DummyRegressor(),"('acceleration', 'model year', 'cluster', 'origin', 'brand_code')",-1.01517048132395
368,DummyRegressor(),"('acceleration', 'model year', 'cluster', 'cylinders', 'brand_code')",-1.01517048132395
369,DummyRegressor(),"('acceleration', 'model year', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
370,DummyRegressor(),"('acceleration', 'cluster', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
371,DummyRegressor(),"('model year', 'cluster', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
372,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'cluster')",-1.01517048132395
373,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'origin')",-1.01517048132395
374,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'cylinders')",-1.01517048132395
375,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'brand_code')",-1.01517048132395
376,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'cluster', 'origin')",-1.01517048132395
377,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'cluster', 'cylinders')",-1.01517048132395
378,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'cluster', 'brand_code')",-1.01517048132395
379,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'origin', 'cylinders')",-1.01517048132395
380,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'origin', 'brand_code')",-1.01517048132395
381,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'cylinders', 'brand_code')",-1.01517048132395
382,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'model year', 'cluster', 'origin')",-1.01517048132395
383,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'model year', 'cluster', 'cylinders')",-1.01517048132395
384,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'model year', 'cluster', 'brand_code')",-1.01517048132395
385,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'model year', 'origin', 'cylinders')",-1.01517048132395
386,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'model year', 'origin', 'brand_code')",-1.01517048132395
387,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'model year', 'cylinders', 'brand_code')",-1.01517048132395
388,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'cluster', 'origin', 'cylinders')",-1.01517048132395
389,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'cluster', 'origin', 'brand_code')",-1.01517048132395
390,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'cluster', 'cylinders', 'brand_code')",-1.01517048132395
391,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
392,DummyRegressor(),"('displayments', 'horsepower', 'acceleration', 'model year', 'cluster', 'origin')",-1.01517048132395
393,DummyRegressor(),"('displayments', 'horsepower', 'acceleration', 'model year', 'cluster', 'cylinders')",-1.01517048132395
394,DummyRegressor(),"('displayments', 'horsepower', 'acceleration', 'model year', 'cluster', 'brand_code')",-1.01517048132395
395,DummyRegressor(),"('displayments', 'horsepower', 'acceleration', 'model year', 'origin', 'cylinders')",-1.01517048132395
396,DummyRegressor(),"('displayments', 'horsepower', 'acceleration', 'model year', 'origin', 'brand_code')",-1.01517048132395
397,DummyRegressor(),"('displayments', 'horsepower', 'acceleration', 'model year', 'cylinders', 'brand_code')",-1.01517048132395
398,DummyRegressor(),"('displayments', 'horsepower', 'acceleration', 'cluster', 'origin', 'cylinders')",-1.01517048132395
399,DummyRegressor(),"('displayments', 'horsepower', 'acceleration', 'cluster', 'origin', 'brand_code')",-1.01517048132395
400,DummyRegressor(),"('displayments', 'horsepower', 'acceleration', 'cluster', 'cylinders', 'brand_code')",-1.01517048132395
401,DummyRegressor(),"('displayments', 'horsepower', 'acceleration', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
402,DummyRegressor(),"('displayments', 'horsepower', 'model year', 'cluster', 'origin', 'cylinders')",-1.01517048132395
403,DummyRegressor(),"('displayments', 'horsepower', 'model year', 'cluster', 'origin', 'brand_code')",-1.01517048132395
404,DummyRegressor(),"('displayments', 'horsepower', 'model year', 'cluster', 'cylinders', 'brand_code')",-1.01517048132395
405,DummyRegressor(),"('displayments', 'horsepower', 'model year', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
406,DummyRegressor(),"('displayments', 'horsepower', 'cluster', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
407,DummyRegressor(),"('displayments', 'weight', 'acceleration', 'model year', 'cluster', 'origin')",-1.01517048132395
408,DummyRegressor(),"('displayments', 'weight', 'acceleration', 'model year', 'cluster', 'cylinders')",-1.01517048132395
409,DummyRegressor(),"('displayments', 'weight', 'acceleration', 'model year', 'cluster', 'brand_code')",-1.01517048132395
410,DummyRegressor(),"('displayments', 'weight', 'acceleration', 'model year', 'origin', 'cylinders')",-1.01517048132395
411,DummyRegressor(),"('displayments', 'weight', 'acceleration', 'model year', 'origin', 'brand_code')",-1.01517048132395
412,DummyRegressor(),"('displayments', 'weight', 'acceleration', 'model year', 'cylinders', 'brand_code')",-1.01517048132395
413,DummyRegressor(),"('displayments', 'weight', 'acceleration', 'cluster', 'origin', 'cylinders')",-1.01517048132395
414,DummyRegressor(),"('displayments', 'weight', 'acceleration', 'cluster', 'origin', 'brand_code')",-1.01517048132395
415,DummyRegressor(),"('displayments', 'weight', 'acceleration', 'cluster', 'cylinders', 'brand_code')",-1.01517048132395
416,DummyRegressor(),"('displayments', 'weight', 'acceleration', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
417,DummyRegressor(),"('displayments', 'weight', 'model year', 'cluster', 'origin', 'cylinders')",-1.01517048132395
418,DummyRegressor(),"('displayments', 'weight', 'model year', 'cluster', 'origin', 'brand_code')",-1.01517048132395
419,DummyRegressor(),"('displayments', 'weight', 'model year', 'cluster', 'cylinders', 'brand_code')",-1.01517048132395
420,DummyRegressor(),"('displayments', 'weight', 'model year', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
421,DummyRegressor(),"('displayments', 'weight', 'cluster', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
422,DummyRegressor(),"('displayments', 'acceleration', 'model year', 'cluster', 'origin', 'cylinders')",-1.01517048132395
423,DummyRegressor(),"('displayments', 'acceleration', 'model year', 'cluster', 'origin', 'brand_code')",-1.01517048132395
424,DummyRegressor(),"('displayments', 'acceleration', 'model year', 'cluster', 'cylinders', 'brand_code')",-1.01517048132395
425,DummyRegressor(),"('displayments', 'acceleration', 'model year', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
426,DummyRegressor(),"('displayments', 'acceleration', 'cluster', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
427,DummyRegressor(),"('displayments', 'model year', 'cluster', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
428,DummyRegressor(),"('horsepower', 'weight', 'acceleration', 'model year', 'cluster', 'origin')",-1.01517048132395
429,DummyRegressor(),"('horsepower', 'weight', 'acceleration', 'model year', 'cluster', 'cylinders')",-1.01517048132395
430,DummyRegressor(),"('horsepower', 'weight', 'acceleration', 'model year', 'cluster', 'brand_code')",-1.01517048132395
431,DummyRegressor(),"('horsepower', 'weight', 'acceleration', 'model year', 'origin', 'cylinders')",-1.01517048132395
432,DummyRegressor(),"('horsepower', 'weight', 'acceleration', 'model year', 'origin', 'brand_code')",-1.01517048132395
433,DummyRegressor(),"('horsepower', 'weight', 'acceleration', 'model year', 'cylinders', 'brand_code')",-1.01517048132395
434,DummyRegressor(),"('horsepower', 'weight', 'acceleration', 'cluster', 'origin', 'cylinders')",-1.01517048132395
435,DummyRegressor(),"('horsepower', 'weight', 'acceleration', 'cluster', 'origin', 'brand_code')",-1.01517048132395
436,DummyRegressor(),"('horsepower', 'weight', 'acceleration', 'cluster', 'cylinders', 'brand_code')",-1.01517048132395
437,DummyRegressor(),"('horsepower', 'weight', 'acceleration', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
438,DummyRegressor(),"('horsepower', 'weight', 'model year', 'cluster', 'origin', 'cylinders')",-1.01517048132395
439,DummyRegressor(),"('horsepower', 'weight', 'model year', 'cluster', 'origin', 'brand_code')",-1.01517048132395
440,DummyRegressor(),"('horsepower', 'weight', 'model year', 'cluster', 'cylinders', 'brand_code')",-1.01517048132395
441,DummyRegressor(),"('horsepower', 'weight', 'model year', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
442,DummyRegressor(),"('horsepower', 'weight', 'cluster', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
443,DummyRegressor(),"('horsepower', 'acceleration', 'model year', 'cluster', 'origin', 'cylinders')",-1.01517048132395
444,DummyRegressor(),"('horsepower', 'acceleration', 'model year', 'cluster', 'origin', 'brand_code')",-1.01517048132395
445,DummyRegressor(),"('horsepower', 'acceleration', 'model year', 'cluster', 'cylinders', 'brand_code')",-1.01517048132395
446,DummyRegressor(),"('horsepower', 'acceleration', 'model year', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
447,DummyRegressor(),"('horsepower', 'acceleration', 'cluster', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
448,DummyRegressor(),"('horsepower', 'model year', 'cluster', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
449,DummyRegressor(),"('weight', 'acceleration', 'model year', 'cluster', 'origin', 'cylinders')",-1.01517048132395
450,DummyRegressor(),"('weight', 'acceleration', 'model year', 'cluster', 'origin', 'brand_code')",-1.01517048132395
451,DummyRegressor(),"('weight', 'acceleration', 'model year', 'cluster', 'cylinders', 'brand_code')",-1.01517048132395
452,DummyRegressor(),"('weight', 'acceleration', 'model year', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
453,DummyRegressor(),"('weight', 'acceleration', 'cluster', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
454,DummyRegressor(),"('weight', 'model year', 'cluster', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
455,DummyRegressor(),"('acceleration', 'model year', 'cluster', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
456,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'cluster', 'origin')",-1.01517048132395
457,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'cluster', 'cylinders')",-1.01517048132395
458,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'cluster', 'brand_code')",-1.01517048132395
459,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'origin', 'cylinders')",-1.01517048132395
460,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'origin', 'brand_code')",-1.01517048132395
461,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'cylinders', 'brand_code')",-1.01517048132395
462,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'cluster', 'origin', 'cylinders')",-1.01517048132395
463,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'cluster', 'origin', 'brand_code')",-1.01517048132395
464,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'cluster', 'cylinders', 'brand_code')",-1.01517048132395
465,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
466,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'model year', 'cluster', 'origin', 'cylinders')",-1.01517048132395
467,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'model year', 'cluster', 'origin', 'brand_code')",-1.01517048132395
468,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'model year', 'cluster', 'cylinders', 'brand_code')",-1.01517048132395
469,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'model year', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
470,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'cluster', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
471,DummyRegressor(),"('displayments', 'horsepower', 'acceleration', 'model year', 'cluster', 'origin', 'cylinders')",-1.01517048132395
472,DummyRegressor(),"('displayments', 'horsepower', 'acceleration', 'model year', 'cluster', 'origin', 'brand_code')",-1.01517048132395
473,DummyRegressor(),"('displayments', 'horsepower', 'acceleration', 'model year', 'cluster', 'cylinders', 'brand_code')",-1.01517048132395
474,DummyRegressor(),"('displayments', 'horsepower', 'acceleration', 'model year', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
475,DummyRegressor(),"('displayments', 'horsepower', 'acceleration', 'cluster', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
476,DummyRegressor(),"('displayments', 'horsepower', 'model year', 'cluster', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
477,DummyRegressor(),"('displayments', 'weight', 'acceleration', 'model year', 'cluster', 'origin', 'cylinders')",-1.01517048132395
478,DummyRegressor(),"('displayments', 'weight', 'acceleration', 'model year', 'cluster', 'origin', 'brand_code')",-1.01517048132395
479,DummyRegressor(),"('displayments', 'weight', 'acceleration', 'model year', 'cluster', 'cylinders', 'brand_code')",-1.01517048132395
480,DummyRegressor(),"('displayments', 'weight', 'acceleration', 'model year', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
481,DummyRegressor(),"('displayments', 'weight', 'acceleration', 'cluster', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
482,DummyRegressor(),"('displayments', 'weight', 'model year', 'cluster', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
483,DummyRegressor(),"('displayments', 'acceleration', 'model year', 'cluster', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
484,DummyRegressor(),"('horsepower', 'weight', 'acceleration', 'model year', 'cluster', 'origin', 'cylinders')",-1.01517048132395
485,DummyRegressor(),"('horsepower', 'weight', 'acceleration', 'model year', 'cluster', 'origin', 'brand_code')",-1.01517048132395
486,DummyRegressor(),"('horsepower', 'weight', 'acceleration', 'model year', 'cluster', 'cylinders', 'brand_code')",-1.01517048132395
487,DummyRegressor(),"('horsepower', 'weight', 'acceleration', 'model year', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
488,DummyRegressor(),"('horsepower', 'weight', 'acceleration', 'cluster', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
489,DummyRegressor(),"('horsepower', 'weight', 'model year', 'cluster', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
490,DummyRegressor(),"('horsepower', 'acceleration', 'model year', 'cluster', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
491,DummyRegressor(),"('weight', 'acceleration', 'model year', 'cluster', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
492,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'cluster', 'origin', 'cylinders')",-1.01517048132395
493,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'cluster', 'origin', 'brand_code')",-1.01517048132395
494,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'cluster', 'cylinders', 'brand_code')",-1.01517048132395
495,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
496,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'cluster', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
497,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'model year', 'cluster', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
498,DummyRegressor(),"('displayments', 'horsepower', 'acceleration', 'model year', 'cluster', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
499,DummyRegressor(),"('displayments', 'weight', 'acceleration', 'model year', 'cluster', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
500,DummyRegressor(),"('horsepower', 'weight', 'acceleration', 'model year', 'cluster', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
501,DummyRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'cluster', 'origin', 'cylinders', 'brand_code')",-1.01517048132395
460,GradientBoostingRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'origin', 'brand_code')",0.784289395996923
262,GradientBoostingRegressor(),"('displayments', 'horsepower', 'acceleration', 'model year', 'origin')",0.777643962384313
392,GradientBoostingRegressor(),"('displayments', 'horsepower', 'acceleration', 'model year', 'cluster', 'origin')",0.776843688373854
493,GradientBoostingRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'cluster', 'origin', 'brand_code')",0.776711154483443
495,GradientBoostingRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'origin', 'cylinders', 'brand_code')",0.775820877560505
284,GradientBoostingRegressor(),"('displayments', 'weight', 'acceleration', 'model year', 'brand_code')",0.775809187095484
469,GradientBoostingRegressor(),"('displayments', 'horsepower', 'weight', 'model year', 'origin', 'cylinders', 'brand_code')",0.775580979300787
468,GradientBoostingRegressor(),"('displayments', 'horsepower', 'weight', 'model year', 'cluster', 'cylinders', 'brand_code')",0.774327459692053
478,GradientBoostingRegressor(),"('displayments', 'weight', 'acceleration', 'model year', 'cluster', 'origin', 'brand_code')",0.774324581363259
328,GradientBoostingRegressor(),"('horsepower', 'weight', 'model year', 'cluster', 'brand_code')",0.774029356833275
396,GradientBoostingRegressor(),"('displayments', 'horsepower', 'acceleration', 'model year', 'origin', 'brand_code')",0.773802613538469
412,GradientBoostingRegressor(),"('displayments', 'weight', 'acceleration', 'model year', 'cylinders', 'brand_code')",0.773667304288869
461,GradientBoostingRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'cylinders', 'brand_code')",0.772639982061481
459,GradientBoostingRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'origin', 'cylinders')",0.772118834771126
439,GradientBoostingRegressor(),"('horsepower', 'weight', 'model year', 'cluster', 'origin', 'brand_code')",0.771867423527952
472,GradientBoostingRegressor(),"('displayments', 'horsepower', 'acceleration', 'model year', 'cluster', 'origin', 'brand_code')",0.771809788625824
497,GradientBoostingRegressor(),"('displayments', 'horsepower', 'weight', 'model year', 'cluster', 'origin', 'cylinders', 'brand_code')",0.771765729019519
246,GradientBoostingRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year')",0.771649413478843
501,GradientBoostingRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'cluster', 'origin', 'cylinders', 'brand_code')",0.771407622969102
387,GradientBoostingRegressor(),"('displayments', 'horsepower', 'weight', 'model year', 'cylinders', 'brand_code')",0.77136108820166
485,GradientBoostingRegressor(),"('horsepower', 'weight', 'acceleration', 'model year', 'cluster', 'origin', 'brand_code')",0.771352670063779
471,GradientBoostingRegressor(),"('displayments', 'horsepower', 'acceleration', 'model year', 'cluster', 'origin', 'cylinders')",0.771037187173496
430,GradientBoostingRegressor(),"('horsepower', 'weight', 'acceleration', 'model year', 'cluster', 'brand_code')",0.770850486169611
395,GradientBoostingRegressor(),"('displayments', 'horsepower', 'acceleration', 'model year', 'origin', 'cylinders')",0.770081690690684
374,GradientBoostingRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'cylinders')",0.769792070043515
456,GradientBoostingRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'cluster', 'origin')",0.769635836842681
489,GradientBoostingRegressor(),"('horsepower', 'weight', 'model year', 'cluster', 'origin', 'cylinders', 'brand_code')",0.769514698836611
467,GradientBoostingRegressor(),"('displayments', 'horsepower', 'weight', 'model year', 'cluster', 'origin', 'brand_code')",0.769349569559827
499,GradientBoostingRegressor(),"('displayments', 'weight', 'acceleration', 'model year', 'cluster', 'origin', 'cylinders', 'brand_code')",0.769316739450047
254,GradientBoostingRegressor(),"('displayments', 'horsepower', 'weight', 'model year', 'brand_code')",0.769104015059713
261,GradientBoostingRegressor(),"('displayments', 'horsepower', 'acceleration', 'model year', 'cluster')",0.768945755714062
386,GradientBoostingRegressor(),"('displayments', 'horsepower', 'weight', 'model year', 'origin', 'brand_code')",0.76856555766828
411,GradientBoostingRegressor(),"('displayments', 'weight', 'acceleration', 'model year', 'origin', 'brand_code')",0.768255874658056
375,GradientBoostingRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'brand_code')",0.767887299869119
264,GradientBoostingRegressor(),"('displayments', 'horsepower', 'acceleration', 'model year', 'brand_code')",0.767827083340718
473,GradientBoostingRegressor(),"('displayments', 'horsepower', 'acceleration', 'model year', 'cluster', 'cylinders', 'brand_code')",0.767750215059936
384,GradientBoostingRegressor(),"('displayments', 'horsepower', 'weight', 'model year', 'cluster', 'brand_code')",0.767510769232381
330,GradientBoostingRegressor(),"('horsepower', 'weight', 'model year', 'origin', 'brand_code')",0.767227691236323
372,GradientBoostingRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'cluster')",0.767173623577298
428,GradientBoostingRegressor(),"('horsepower', 'weight', 'acceleration', 'model year', 'cluster', 'origin')",0.767151572711828
373,GradientBoostingRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'origin')",0.766905578426592
251,GradientBoostingRegressor(),"('displayments', 'horsepower', 'weight', 'model year', 'cluster')",0.766891953504866
252,GradientBoostingRegressor(),"('displayments', 'horsepower', 'weight', 'model year', 'origin')",0.766852178570475
479,GradientBoostingRegressor(),"('displayments', 'weight', 'acceleration', 'model year', 'cluster', 'cylinders', 'brand_code')",0.766579258006698
500,GradientBoostingRegressor(),"('horsepower', 'weight', 'acceleration', 'model year', 'cluster', 'origin', 'cylinders', 'brand_code')",0.766453425172894
